What is your gender?,Other,How old are you?,Do you live in London?,How would you describe your ethnicity?,Other,Do you consider yourself to have a disability?,Are you a care experienced person?,Did you hear that the government is planning to cut free travel for under-18s in London?,Do you approve or disapprove the decision to cut free travel for under-18s in London?,How important is free transport in London for you?,How many buses / tubes / trams do you currently take to get to school or college?,How do you get to school or college?,Other,"If you have to pay for transport, will it change how you get to school or college?","If you have to pay for transport, how are you planning to get to school or college?",Other,"If you lose free travel, would this change the college or school you are considering attending?","Please describe what free transport means to you in a word, or words?","“If I lose free travel, I won’t travel out of my area as much unless I have to”","“If I lose free travel, I am worried getting to school/around London is less safe”","“If I lose free travel, I will cycle instead to the places I want to go”","“If I lose free travel, I can still afford to go to the places I want to go to”","“If I lose free travel, I am worried my parents will struggle to make ends meet”","“If I lose free travel, my mental health with suffer”",Museums ,Art galleries,Shopping centres,Parks and green spaces ,Areas outside your local borough or area,Sports clubs,Friends and family ,"Where else would you visit less than you do now, if you had to pay for travel?"
Female,,18,Yes,White British,,No,Prefer not to say,No,Dissaprove,4,Two,Tube,,Yes,Cycle,,Yes,Accessible,2,4,2,3,4,5,1,2,3,2,2,2,2,Library
Female,,17,Yes,Prefer Not to Say,,No,No,Yes,Dissaprove,5,One,Walk,,No,,,No,being able to explore and see other parts of london,4,5,1,1,3,4,2,2,2,2,2,1,2,central london and tourist areas
Male,,16,Yes,White British,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Walk,,No,"It's the ability to explore my city, as well as access necessities such as school or healthcare for free - should be free for everybody, let alone U18s who can't earn money",5,2,2,2,4,5,2,2,4,5,2,2,5,Cinemas
Female,,16,Yes,Any other White background,,No,No,No,Dissaprove,5,Two,Bus,,Yes,Walk,,Yes,"Opportunity, access",5,5,3,2,5,1,3,1,3,2,1,2,3,Youth center
Female,,16,Yes,Black or Black British – Black Caribbean,,No,No,No,Dissaprove,5,Two,Train,,Not sure,,,Not sure,It gives me the freedom to explore my own city without stressing about where I’m going to get money to travel due to my financial situation. It’s also an easier option than having to pay a massive sum of money to get to school every week.,4,4,3,2,5,1,1,1,2,2,1,1,3,Central London/tourist destinations
Female,,16,Yes,Any other Mixed background,,No,No,Yes,Don't know,5,More than three,Train,,Yes,Train,,Yes,Free transport for me would me that i am able to travel to collage safely,4,4,1,1,5,3,1,3,5,5,5,5,5,Collage
Prefer not to say,,17,Yes,White British,,No,No,Yes,Dissaprove,5,Two,Bus,,No,,,Yes,Liberating,4,4,2,1,5,4,2,1,3,2,1,1,4,Where my friends live and central London
Female,,16,Yes,Any other Mixed background,,No,No,No,Dissaprove,5,One,Walk,,No,,,Not sure,Extremely convenient,4,5,1,1,3,2,1,1,1,3,2,1,1,"Extra lessons, e.g. tution for music, languages and core subjects"
Female,,16,Yes,White British,,No,Yes,Yes,Dissaprove,5,Three,Train,,Yes,Walk,,Yes,Very important,4,5,2,2,4,3,3,3,3,4,4,4,4,College
Female,,17,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Bus,,Not sure,An easy way to travel around the city without burdening my parents,4,4,2,3,3,3,2,2,3,4,3,2,2,"Restaurants, fun places with friends; cinemas etc"
Female,,17,Yes,Any other White background,,No,No,Yes,Dissaprove,5,Two,Bus,,Not sure,,,No,Security,2,2,2,4,2,2,3,3,4,4,4,3,4,
Female,,16,Yes,,Romanian ,No,No,Yes,Dissaprove,5,Two,Bus,,Not sure,,,No,,5,4,2,4,4,4,2,2,1,4,1,1,2,around London
Female,,18,Yes,White British,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Cycle,,Yes,Only way of using public transport as the fares are crippling and only going up. It disgusting to cut them,1,5,3,1,5,5,3,3,5,5,4,5,5,School
Female,,17,Yes,White British,,No,No,Yes,Dissaprove,5,Two,Tube,,Not sure,,,Not sure,a relief on an already strained financial situation,5,4,3,1,5,5,2,2,2,4,4,2,2,"wouldn’t be able to pick up mediation from pharmacy, wouldn’t be able to see loved ones, days out which would usually be free now have to pay for travel"
Female,,17,Yes,Asian or Asian British – Indian,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Walk,,No,"I'm mean if it isn't free I'll just walk but sometimes that might not always be possible. Especially when it gets a lot colder. Also I think free travel for youngsters allows them to be safer than walking home being out in the streets vulnerable to predators, knife crime, gangs ect. Free transport means kids can go and come from school safely, and quickly.",4,5,3,3,2,2,4,4,4,4,2,2,2,Anything that requires a lot of bus travel.
Female,,17,Yes,Any other Mixed background,,No,No,Yes,Dissaprove,4,Two,Train,,No,,,No,It’s reliable and worth it..it means that every youth can get to places freely,2,5,4,4,5,3,5,5,4,4,3,4,3,Friends
Female,,16,Yes,White British,,No,Prefer not to say,No,Dissaprove,5,Two,Bus,,Yes,Bus,,No,"It means a lot , as it removes stress and time sorting out money to get to school and I don’t have to worry.",4,3,2,3,3,4,3,3,2,3,4,3,4,Swimming
Female,,16,Yes,Black or Black British - Black African,,No,Yes,Yes,Dissaprove,5,Two,Bus,,Yes,Train,,Not sure,Less worries,3,1,1,4,4,2,2,2,3,4,2,3,3,Library
Male,,17,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,One,Bus,,Yes,Walk,,Not sure,Freedom to explore,5,3,1,4,3,1,1,2,4,4,4,3,4,Shops
Female,,17,Yes,Black or Black British – Black Caribbean,,No,No,Yes,Dissaprove,5,One,Bus,,Yes,Bus,,No,It means I do not have to worry about paying to get to school or to worm,5,5,1,1,5,5,1,1,1,2,2,2,3,Work
Female,,17,Yes,Asian or Asian British – Bangladeshi,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Train,,Not sure,it’s important as my family cannot afford travel for everyone in this house,5,5,3,1,5,5,1,1,2,3,1,1,2,friends
Female,,16,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Walk,,Yes,Free transport means a lot I already live in a bad are. Haringey and I have to take two buses or two trains to a school in Camden I already have to such a long travel journey almost an hour imagine having to walk that distance everyday through those two bad areas. I need the free transport and you are taking away my education if I have to walk everyday resulting in me being late and missing lessons I am already behind due to this pandemic and I’m heading to year 13 not knowing what my future holds I don’t need to add transport to my list of worries,5,5,1,1,5,5,1,1,1,1,1,1,1,The library
Female,,16,Yes,White British,,No,No,Yes,Dissaprove,5,One,Bus,,No,,,No,Easy acess,1,1,3,5,1,1,2,2,1,1,5,1,5,No
Female,,17,Yes,White British,,No,No,Yes,Dissaprove,5,One,Walk,,No,,,No,It gives me freedom and also safety because I never have to worry about how I can get home,5,5,2,3,1,2,1,1,2,5,2,2,2,I can’t think
Male,,16,Yes,Asian or Asian British - Any other Asian background,,No,No,No,Dissaprove,5,One,Bus,,Yes,Cycle,,Yes,Quick,3,5,2,2,4,4,1,1,1,1,1,1,2,Shops
Female,,16,Yes,Black or Black British - Black African,,No,Yes,No,Dissaprove,5,Three,Bus,,Not sure,,,Yes,,5,3,1,1,4,3,1,1,4,3,2,4,2,
Female,,17,Yes,Mixed - White and Black Caribbean,,No,Prefer not to say,Yes,Dissaprove,5,Two,Train,,Yes,,drive ,No,,4,3,2,2,4,3,2,4,4,3,3,5,4,
Female,,16,Yes,Any other White background,,No,Yes,No,Dissaprove,5,One,Bus,,No,,,Not sure,Opportunity to experience,5,4,1,1,5,3,1,1,3,1,1,1,2,School trips
Female,,18,Yes,Mixed - White and Black Caribbean,,Yes,Prefer not to say,Yes,Approve,5,Three,Bus,,Yes,Train,,Yes,No charge,2,4,3,2,5,1,1,2,5,5,4,3,5,Other boroughs
Male,,16,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Cycle,,Yes,Free transport means one less problem and worry aside my education.,5,5,3,1,5,5,1,1,1,2,1,3,3,"As an Aircadet i attend parade nights and my family cant afford transportation fees. Aircadets is a major part of my life mentally and physically, and that will change how often i go there."
Female,,17,Yes,Asian or Asian British - Any other Asian background,,No,No,Yes,Dissaprove,5,More than three,Train,,Yes,Train,,Yes,Free transport helps me to save my money in terms of transportation especially by taking the bus,5,5,1,1,5,3,5,3,5,5,5,3,4,Church
Female,,17,Yes,Asian or Asian British – Bangladeshi,,No,No,Yes,Dissaprove,5,One,Bus,,Yes,Walk,,Not sure,,5,5,3,1,5,4,5,5,5,4,4,3,5,
Female,,16,Yes,Black or Black British - Black African,,No,Prefer not to say,Yes,Dissaprove,5,Three,Bus,,Not sure,,,No,Amazing and efficient,5,2,1,3,4,1,3,3,2,4,2,3,2,Church
Female,,17,Yes,Any other White background,,No,No,No,Dissaprove,5,Two,Tube,,Yes,Cycle,,Yes,Necessity,5,5,3,2,2,4,1,1,3,2,2,3,3,Friends houses
Female,,18,Yes,Asian or Asian British - Any other Asian background,,No,Yes,Yes,Dissaprove,5,Three,Train,,Yes,Walk,,Yes,It enables my parents to think less about costs for my education as we aren't extremely well off,4,4,1,2,4,3,1,2,2,5,1,5,3,"Less likely to visit libraries after school/during the holidays, cafes, places further than a viable  walking distance"
Female,,17,Yes,Asian or Asian British - Any other Asian background,,No,No,Yes,Dissaprove,5,One,Bus,,Yes,Walk,,Yes,"Free transport is a way for the youth to be able to save money for themselves in the future. Once they’re able to make their own stable income it would make sense to then pay. They need a stable life. Paying for travel whilst being under 18 could cause severe poverty and trouble for many people. Not everyone has cars, or thry are unable to drive or find parking in the places they need to get to, or they only have one car which is in use by another family memeber for work and they cannot afford another car. Free transport is one of the many important things that need to be kept. I have a strong view on this issue that it would cause many problems. The ‘free travel’ process is running smoothly already so why stop it? Its only going to cause problems which you’ll need to find more solutions to. And in order for those solutions to be placed it takes a lot of time. Therefore free travel, means a lot to me and im very greatful that the government allowed it but will be very upset if it were to be removed in the future.",4,5,2,3,5,3,1,1,2,3,1,1,4,"Theme parks, botanical gardens.. areas which are fun to go to and make you relaxed and have a good time."
Female,,16,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,Three,Bus,,Yes,,Car,Yes,An opportunity to get round for free until I start earning sufficient funds,2,3,1,2,2,3,3,1,2,4,3,1,4,Friends
Female,,17,Yes,Asian or Asian British - Any other Asian background,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Bus,,No,,5,5,1,2,4,2,1,1,2,2,2,1,2,
Male,,16,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,More than three,Bus,,Yes,Bus,,Yes,"Free transport makes the whole capital accessible. The issue that I have with charging for it is because the majority of us don't have jobs because of the pandemic, we don't have our GCSE's which makes it even harder especially since there essentially nothing to our name, plus most retail or hospitality jobs are scarce at the moment",4,2,3,1,5,1,3,3,2,2,2,3,2,I don't know
Female,,17,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Train,,Not sure,It means a lot as my family are not financially wealth and depend on free school meals.,5,5,4,2,5,4,1,1,1,2,1,1,2,The libarary
Male,,17,Yes,Asian or Asian British – Indian,,No,Prefer not to say,Yes,Dissaprove,5,Two,Bus,,Yes,Bus,,Not sure,Free transport means we get to travel to our colleges and schools without spending or spending  less money helping low income families to save bit money and making it easier for them to reach destination for free,4,4,1,1,4,2,2,1,5,5,5,4,5,"College ,movies to vist the doctors ,church ,work etc"
Male,,16,Yes,Asian or Asian British – Indian,,No,No,No,Dissaprove,5,Two,Bus,,Yes,Walk,,No,,2,5,1,2,4,4,2,1,4,3,3,4,4,Sports clubs
Female,,16,Yes,Asian or Asian British - Any other Asian background,,No,Yes,Yes,Dissaprove,5,Three,Bus,,Yes,Bus,,Not sure,Extremely important,4,5,2,3,3,5,1,1,2,1,1,1,3,Library to study
Female,,17,Yes,Black or Black British – Black Caribbean,,No,No,Yes,Dissaprove,4,Three,Bus,,Not sure,,,No,Easy travel without having to worry about finding money to pay,4,4,2,2,3,2,2,1,3,4,3,1,4,Places outside of london
Female,,17,Yes,White British,,No,Yes,Yes,Dissaprove,5,Two,Bus,,Not sure,,,Yes,I think it’s necessary as it encourages kids to want to go to the best schools that aren’t as close to home or encourages them to continue their education after they turn 18,3,2,4,1,3,3,1,1,4,4,2,3,4,Into the city
Male,,16,Yes,Black or Black British - Any other Black background,,No,Prefer not to say,Yes,Dissaprove,4,Two,Bus,,Yes,Walk,,Yes,Freedom and helpful,3,4,2,2,4,3,2,1,3,2,2,1,4,Family members Houses
Female,,17,Yes,Mixed - White and Black Caribbean,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Bus,,Yes,Free transport allows me to access places around London without being worried about how much money I have. It allows me to get to school and back and not worrying that I don’t have money on my oyster for the journey.,5,5,1,1,5,3,2,2,2,4,1,3,4,I wouldn’t be able to find a job outside of my area as I would have to pay transport and there would be no point
Female,,17,Yes,Asian or Asian British – Indian,,No,No,Yes,Dissaprove,5,One,Bus,,Yes,Bus,,Not sure,Freedom to travel wherever I want without having to stress about costs,3,2,2,3,4,3,2,2,4,5,3,1,4,Friends houses
Female,,17,Yes,Asian or Asian British – Bangladeshi,,No,No,Yes,Dissaprove,5,One,Walk,,Not sure,,,Not sure,it means that i can help out with buying food for me and the house without paying for it instead of paying for it as it expensive and take long take long to go home but also go places with friends and family,4,3,3,2,4,4,2,1,2,2,2,2,3,"resturants, cafe and shopping for anything"
Female,,16,Yes,Asian or Asian British – Pakistani,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Bus,,Yes,"stress-free, i don't have to constantly worry about if i have enough money to travel",5,4,3,3,5,4,2,2,3,4,1,1,3,
Female,,18,Yes,Chinese,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Bus,,No,If thousands of 11-18 year olds miss out on free travel most will then have to pay for travel. Meaning low-income families will have to spend money for their children to travel from and to school causing massive strains on financial stability.,5,4,1,4,4,4,2,2,4,5,2,1,3,To work
Male,,17,Yes,White British,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Walk,,Not sure,important,5,5,1,2,4,3,1,1,4,4,3,3,3,friends houses
Female,,17,Yes,Black or Black British - Black African,,No,Prefer not to say,Yes,Dissaprove,5,More than three,Train,,Yes,Bus,,Yes,Helpful,5,5,2,1,4,3,1,1,3,4,1,1,1,Library
Female,,17,Yes,Asian or Asian British – Pakistani,,No,No,Yes,Approve,5,Three,Bus,,Yes,Walk,,Yes,Transport that will help me to get to places quickly,5,5,3,3,3,3,4,3,3,3,3,3,3,Different parts of the um
Female,,16,Yes,Asian or Asian British – Bangladeshi,,No,No,No,Dissaprove,5,Two,Bus,,Yes,Bus,,Yes,Not having to worry about money and focusing on collage,5,4,1,1,5,3,1,1,4,1,1,1,4,"Gym, library"
Male,,16,Yes,White British,,No,No,Yes,Dissaprove,5,Three,Train,,Yes,Train,,Yes,It would mean I can study what I love at a amazing school without the constant worry of if I can afford getting home. I will have to take 2 busses and 1 or 2 trains so money can be a problem.,5,5,3,2,5,5,1,1,3,5,3,2,3,Theatres which would effect the subject I'm studying.
Female,,17,Yes,Any other White background,,No,No,Yes,Dissaprove,4,Two,Bus,,Yes,Train,,No,Ability to travel to places based on my student/home situation,3,3,2,4,4,3,1,1,3,3,2,1,4,Parks etc
Female,,17,Yes,White British,,No,Yes,Yes,Dissaprove,5,More than three,Bus,,Yes,Bus,,Not sure,It is a right student should have because we don’t work and it puts pressure on our mental health because we need to stress about it and it puts pressure on my parents financially,2,3,1,1,4,5,1,1,2,2,2,1,2,"I wouldn’t visit my friends who live out of my borough, affecting me mentally and my social life. I would feel unsafe walking to the tube station if I had to. I would feel very unsafe"
Female,,16,Yes,Mixed - White and Asian,,No,No,Yes,Dissaprove,5,One,Walk,,Not sure,,,Yes,"free transport allows me to access places for education and to see my family. i regularly take buses and trains to meet my cousins who live 4 zones away from me. we go on days out to london together, attending workshops and visiting art galleries to develop our portfolios. having free transport allows me to have opportunities. i would lose the ability to see my family.",5,5,3,1,5,5,1,1,1,4,2,3,2,"doctors and the hospital for my routine check-ups, i normally take buses there with my mum because she can't drive and taxis cost too much."
Female,,16,Yes,Mixed - White and Black Caribbean,,Yes,Yes,No,Dissaprove,5,More than three,Bus,,Yes,Bus,,Yes,It allows us to worry about one less thing as not everyone can afford to get to school,3,5,1,1,1,5,1,1,2,2,1,2,1,School
Female,,16,Yes,Asian or Asian British – Bangladeshi,,No,No,No,Dissaprove,5,Two,Bus,,Yes,Walk,,Not sure,An opportunity to do great,5,4,1,2,3,1,1,1,2,2,1,1,3,Restaurants
Female,,17,Yes,White British,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,,car,Yes,not another financial strain on my parents,4,4,2,1,4,4,1,2,2,4,1,1,2,Culture
Male,,17,Yes,White British,,No,Prefer not to say,No,Dissaprove,4,One,Walk,,No,,,Not sure,Efficient Quick Easy,3,3,1,3,4,4,1,1,3,3,3,1,5,
Female,,16,Yes,Mixed - White and Asian,,No,No,No,Dissaprove,5,One,Bus,,Not sure,,,Yes,"i don’t have to worry about having enough money, i can go anywhere",5,3,1,1,5,4,1,1,1,1,1,1,1,gyms
Female,,18,Yes,Asian or Asian British - Any other Asian background,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Walk,,Yes,Going places quickly that are important so more efficient if its free,5,5,1,1,5,5,1,1,1,1,1,1,4,Clothing Shops
Female,,17,Yes,Black or Black British - Black African,,No,Prefer not to say,Yes,Dissaprove,5,Three,Bus,,Not sure,,,Not sure,The ability to go where you please without having to constantly worry about the money on your zip,4,4,2,2,4,3,1,1,3,4,3,2,4,I’m not too sure
Female,,16,Yes,Mixed - White and Black Caribbean,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Bus,,Not sure,It means i can get to college easy as i do not have a job or the funds to pay everyday,4,4,1,1,1,1,1,1,2,3,2,2,2,Everywhere
Female,,17,Yes,Asian or Asian British – Bangladeshi,,No,No,Yes,Dissaprove,5,One,Bus,,Yes,Walk,,No,"Means I can travel where I want to go, helps my family financially.",5,3,1,4,4,2,1,1,2,2,1,2,3,
Female,,17,Yes,Mixed - White and Black African,,No,No,Yes,Dissaprove,5,One,Bus,,Yes,,Car,Yes,A lot,5,5,1,5,2,3,3,1,4,4,1,1,3,Central London
Male,,17,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,More than three,Train,,Yes,Bus,,Yes,,5,5,3,1,5,2,1,1,1,1,1,3,1,College
Female,,18,Yes,Asian or Asian British – Pakistani,,No,No,Yes,Dissaprove,5,Three,Train,,Yes,Bus,,Not sure,I don’t have to worry about getting home late if I don’t have any money I can get the bus easily. Some younger kids might struggle if they have no money to get in the bus and don’t have access to a phone to call their parents they maybe stranded,5,5,3,3,3,4,1,2,4,3,1,2,4,
Female,,16,Yes,Any other Mixed background,,No,No,No,Dissaprove,5,Two,Bus,,No,,,Yes,very important,5,5,2,3,5,3,3,4,3,3,3,3,3,youth groups and therapy
Female,,16,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,4,Three,Bus,,No,,,Not sure,sounds a bit silly but gives me freedom,5,4,3,4,5,3,2,2,3,3,2,1,4,Gym
Female,,17,Yes,Black or Black British - Black African,,No,No,Yes,Dissaprove,5,Two,Bus,,Yes,Train,,Not sure,"Efficient,quick",5,4,2,3,5,3,2,2,4,4,3,2,3,Entertainment places
Female,,17,Yes,White British,,No,Yes,Yes,Dissaprove,5,Two,Bus,,No,,,Yes,It means I can get to sixth form which I do every day. The buses are unpleasant enough without having to pay for it otherwise I will not be able to get to sixth form as it’s too far away to walk and my parents work. I will have to get 4 buses a day and pay for it which I will not be able to afford.,5,5,1,2,4,5,1,1,1,2,1,3,4,Work
